!B1328+307   J1331+305   3c286                                                            
!J2000  RA: 13:31:08.2879    DEC: +30:30:32.958                                           
!                                                                                         
!BAND    UT DATE     TIME   OBS  F(GHz)   FLUX(JY)  ERROR    SNR    FLUX PI   MJD         
 870mi   14 Jan 2005 08:19  SMA  340.75   0.717 +/- 0.199     3.7  mgurwell  53384.348    
 1.3mm   12 Feb 2005 04:05  SMA  225.57   0.459 +/- 0.089     5.3  mgurwell  53413.172    
 1.3mm   27 Mar 2005 04:55  SMA  224.48   0.361 +/- 0.052     7.3  mgurwell  53456.203    
 1.3mm   30 Apr 2005 03:24  SMA  222.18   0.357 +/- 0.135     2.7  mgurwell  53490.141    
 1.3mm   14 May 2005 02:52  SMA  225.36   0.349 +/- 0.089     4.0  mgurwell  53504.121    
 1.3mm   28 Jun 2005 02:02  SMA  225.49   0.387 +/- 0.167     2.3  mgurwell  53549.086    
 1.3mm   15 Nov 2005 16:23  SMA  221.02   0.366 +/- 0.081     4.7  mgurwell  53689.684    
 1.3mm   16 Nov 2005 17:53  SMA  219.63   0.428 +/- 0.048    10.0  mgurwell  53690.746    
 1.3mm   19 Dec 2005 19:02  SMA  218.10   0.446 +/- 0.042    12.3  mgurwell  53723.793    
 1.3mm   16 Feb 2006 10:49  SMA  233.74   0.332 +/- 0.055     6.3  mgurwell  53782.449    
 1.3mm   12 Mar 2006 08:59  SMA  221.38   0.350 +/- 0.083     4.3  mgurwell  53806.375    
 1.3mm   03 May 2006 09:19  SMA  234.70   0.291 +/- 0.089     3.3  mgurwell  53858.387    
 870mi   04 May 2006 08:07  SMA  342.52   0.351 +/- 0.151     2.3  mgurwell  53859.340    
 1.3mm   18 May 2006 05:40  SMA  225.50   0.416 +/- 0.063     7.0  mgurwell  53873.234    
 1.3mm   14 Jun 2006 07:32  SMA  230.59   0.317 +/- 0.048     7.0  mgurwell  53900.312    
 1.3mm   20 Dec 2006 16:47  SMA  225.52   0.531 +/- 0.063     9.3  mgurwell  54089.699    
 1.3mm   22 Dec 2006 15:53  SMA  220.52   0.445 +/- 0.054     9.0  mgurwell  54091.660    
 1.3mm   31 Mar 2007 08:52  SMA  226.93   0.352 +/- 0.021    31.0  mgurwell  54190.371    
 1.3mm   16 May 2007 06:38  SMA  220.32   0.382 +/- 0.050     8.3  mgurwell  54236.277    
 1.3mm   08 Nov 2007 19:29  SMA  220.49   0.439 +/- 0.134     3.3  mgurwell  54412.812    
 1.3mm   27 Dec 2007 16:19  SMA  222.92   0.449 +/- 0.040    13.3  mgurwell  54461.680    
 1.3mm   20 Jun 2008 04:00  SMA  225.41   0.437 +/- 0.029    22.7  mgurwell  54637.168    
 1.3mm   24 Jun 2008 04:28  SMA  225.06   0.448 +/- 0.056     8.7  mgurwell  54641.188    
 1.3mm   25 Jun 2008 03:13  SMA  220.14   0.380 +/- 0.105     3.7  mgurwell  54642.133    
 1.3mm   26 Jun 2008 03:38  SMA  220.56   0.473 +/- 0.104     4.7  mgurwell  54643.152    
 1.3mm   27 Jun 2008 02:58  SMA  220.01   0.395 +/- 0.047     9.3  mgurwell  54644.125    
 1.1mm   28 Jun 2008 18:07  SMA  261.77   0.467 +/- 0.050    10.7  mgurwell  54645.754    
 1.1mm   10 Nov 2008 18:07  SMA  261.77   0.392 +/- 0.132     3.0  mgurwell  54780.754    
 870mi   20 May 2010 10:12  SMA  341.96   0.254 +/- 0.035     7.7  mgurwell  55336.426    
 1.3mm   17 Nov 2010 18:52  SMA  225.50   0.426 +/- 0.031    19.3  mgurwell  55517.785    
