!B1418+546   J1419+543                                                                    
!J2000  RA: 14:19:46.5974    DEC: +54:23:14.787                                           
!                                                                                         
!BAND    UT DATE     TIME   OBS  F(GHz)   FLUX(JY)  ERROR    SNR    FLUX PI   MJD         
 870mi   06 Jun 2002 00:00  SMA  340.70   0.983 +/- 0.420     2.4  mgurwell  52431.000    
 870mi   03 Jan 2003 00:00  SMA  342.25   1.010 +/- 0.208     5.0  mgurwell  52642.000    
 1.3mm   07 Apr 2003 05:27  SMA  235.60   0.780 +/- 0.118     7.0  mgurwell  52736.227    
 1.3mm   09 Apr 2003 07:02  SMA  235.00   0.630 +/- 0.037    32.0  mgurwell  52738.293    
 1.3mm   13 May 2003 04:51  SMA  235.00   0.650 +/- 0.079     9.0  mgurwell  52772.203    
 1.3mm   07 Jun 2003 04:41  SMA  235.00   0.610 +/- 0.056    13.0  mgurwell  52797.195    
 1.3mm   12 Aug 2003 05:53  SMA  236.00   0.947 +/- 0.165     6.0  mgurwell  52863.246    
 870mi   02 Apr 2004 12:50  SMA  340.82   0.900 +/- 0.303     3.0  mgurwell  53097.535    
 1.3mm   08 Sep 2004 00:40  SMA  225.53   0.859 +/- 0.120     7.7  mgurwell  53256.027    
 1.3mm   14 May 2005 02:52  SMA  225.36   0.314 +/- 0.119     2.7  mgurwell  53504.121    
 1.3mm   25 Jun 2005 04:07  SMA  225.51   0.620 +/- 0.103     6.3  mgurwell  53546.172    
 1.3mm   16 Nov 2005 18:10  SMA  219.63   0.971 +/- 0.068    20.7  mgurwell  53690.758    
 870mi   27 Dec 2005 16:05  SMA  350.06   0.563 +/- 0.098     6.0  mgurwell  53731.672    
 1.3mm   16 Feb 2006 10:30  SMA  233.74   0.973 +/- 0.077    16.3  mgurwell  53782.438    
 1.3mm   06 Mar 2006 10:18  SMA  225.59   1.053 +/- 0.128     9.0  mgurwell  53800.430    
 1.3mm   13 Apr 2006 15:03  SMA  225.55   0.808 +/- 0.070    14.0  mgurwell  53838.629    
 1.3mm   14 Apr 2006 09:40  SMA  225.55   0.818 +/- 0.045    44.0  mgurwell  53839.402    
 870mi   04 May 2006 07:31  SMA  342.52   0.716 +/- 0.183     4.0  mgurwell  53859.312    
 1.3mm   09 May 2006 05:12  SMA  225.51   0.814 +/- 0.056    21.3  mgurwell  53864.215    
 1.3mm   18 May 2006 06:36  SMA  225.50   0.711 +/- 0.087     9.0  mgurwell  53873.273    
 870mi   19 May 2006 08:01  SMA  340.83   0.483 +/- 0.208     2.3  mgurwell  53874.336    
 1.3mm   20 May 2006 09:11  SMA  225.55   0.654 +/- 0.035    52.0  mgurwell  53875.383    
 1.3mm   07 Jun 2006 07:37  SMA  235.60   0.635 +/- 0.039    28.7  mgurwell  53893.316    
 1.3mm   08 Jun 2006 10:34  SMA  225.56   0.645 +/- 0.036    42.7  mgurwell  53894.441    
 1.3mm   14 Jun 2006 10:51  SMA  225.56   0.558 +/- 0.057    11.3  mgurwell  53900.453    
 1.3mm   15 Jun 2006 08:24  SMA  225.56   0.590 +/- 0.059    11.7  mgurwell  53901.352    
 1.3mm   20 Jul 2006 06:45  SMA  225.56   0.656 +/- 0.045    21.7  mgurwell  53936.281    
 1.3mm   21 Jul 2006 07:50  SMA  225.48   0.619 +/- 0.034    46.7  mgurwell  53937.328    
 1.3mm   04 Oct 2006 04:29  SMA  225.59   0.636 +/- 0.111     6.0  mgurwell  54012.188    
 1.3mm   13 Dec 2006 17:09  SMA  220.57   0.813 +/- 0.051    26.3  mgurwell  54082.715    
 1.3mm   12 Jan 2007 14:33  SMA  221.53   0.676 +/- 0.206     3.3  mgurwell  54112.605    
 870mi   23 Jan 2007 15:28  SMA  340.06   0.739 +/- 0.044    32.0  mgurwell  54123.645    
 1.3mm   26 Jan 2007 15:56  SMA  227.77   0.607 +/- 0.033    43.0  mgurwell  54126.664    
 1.3mm   03 Feb 2007 14:47  SMA  225.60   0.741 +/- 0.044    30.3  mgurwell  54134.617    
 1.3mm   04 Feb 2007 12:28  SMA  225.56   0.745 +/- 0.044    31.7  mgurwell  54135.520    
 1.3mm   06 Feb 2007 15:08  SMA  240.05   0.726 +/- 0.040    41.7  mgurwell  54137.629    
 1.3mm   13 Feb 2007 11:34  SMA  239.98   0.711 +/- 0.047    22.7  mgurwell  54144.480    
 1.3mm   13 Feb 2007 13:37  SMA  239.98   0.759 +/- 0.083    10.3  mgurwell  54144.566    
 1.3mm   14 Feb 2007 16:25  SMA  239.95   0.740 +/- 0.040    51.3  mgurwell  54145.684    
 870mi   15 Feb 2007 14:59  SMA  340.05   0.663 +/- 0.041    28.0  mgurwell  54146.625    
 1.3mm   05 Mar 2007 12:52  SMA  225.05   0.708 +/- 0.065    13.0  mgurwell  54164.535    
 1.1mm   06 Mar 2007 09:08  SMA  262.03   0.692 +/- 0.072    11.0  mgurwell  54165.379    
 1.3mm   18 Apr 2007 13:09  SMA  225.03   0.748 +/- 0.041    46.0  mgurwell  54208.547    
 1.3mm   19 Apr 2007 13:13  SMA  225.52   0.761 +/- 0.040    65.0  mgurwell  54209.551    
 870mi   20 Apr 2007 08:15  SMA  335.79   0.672 +/- 0.106     6.7  mgurwell  54210.344    
 1.1mm   30 Apr 2007 07:37  SMA  283.88   0.694 +/- 0.057    15.3  mgurwell  54220.316    
 1.3mm   09 May 2007 12:00  SMA  225.47   0.755 +/- 0.044    33.7  mgurwell  54229.500    
 1.3mm   10 May 2007 13:04  SMA  225.57   0.758 +/- 0.039    79.7  mgurwell  54230.543    
 1.3mm   18 May 2007 12:41  SMA  225.55   0.709 +/- 0.086     9.0  mgurwell  54238.527    
 1.3mm   24 May 2007 07:48  SMA  235.48   0.664 +/- 0.040    30.7  mgurwell  54244.324    
 1.3mm   19 Jun 2007 08:48  SMA  225.56   0.609 +/- 0.038    26.0  mgurwell  54270.367    
 1.3mm   22 Jun 2007 08:52  SMA  225.56   0.665 +/- 0.053    16.3  mgurwell  54273.371    
 1.3mm   28 Jun 2007 10:03  SMA  225.56   0.699 +/- 0.038    45.7  mgurwell  54279.418    
 1.3mm   04 Aug 2007 06:19  SMA  225.60   0.633 +/- 0.039    28.7  mgurwell  54316.262    
 1.3mm   09 Aug 2007 06:28  SMA  215.03   0.756 +/- 0.044    34.3  mgurwell  54321.270    
 1.3mm   27 Dec 2007 17:36  SMA  222.92   0.892 +/- 0.057    24.7  mgurwell  54461.734    
 870mi   02 Jan 2008 17:31  SMA  356.44   0.780 +/- 0.151     5.3  mgurwell  54467.730    
 1.3mm   12 Jan 2008 15:22  SMA  225.48   0.918 +/- 0.055    30.3  mgurwell  54477.641    
 1.3mm   30 Jan 2008 14:19  SMA  214.08   0.900 +/- 0.052    35.0  mgurwell  54495.598    
 1.3mm   22 Feb 2008 15:51  SMA  225.47   0.957 +/- 0.049    81.0  mgurwell  54518.660    
 1.3mm   28 Mar 2008 09:28  SMA  220.56   0.940 +/- 0.078    15.0  mgurwell  54553.395    
 1.3mm   17 Apr 2008 08:33  SMA  225.48   0.766 +/- 0.049    25.0  mgurwell  54573.355    
 1.3mm   17 Apr 2008 14:45  SMA  225.49   0.853 +/- 0.046    47.3  mgurwell  54573.613    
 1.3mm   18 Apr 2008 08:02  SMA  225.35   0.801 +/- 0.055    21.3  mgurwell  54574.336    
 870mi   21 Apr 2008 12:24  SMA  339.95   0.580 +/- 0.065    10.0  mgurwell  54577.516    
 870mi   22 Apr 2008 13:56  SMA  339.95   0.576 +/- 0.032    43.3  mgurwell  54578.582    
 1.3mm   25 Apr 2008 13:48  SMA  225.53   0.801 +/- 0.048    31.3  mgurwell  54581.574    
 1.3mm   06 Jun 2008 04:41  SMA  225.44   0.624 +/- 0.114     5.7  mgurwell  54623.195    
 1.3mm   24 Jun 2008 05:13  SMA  225.06   0.631 +/- 0.073     9.7  mgurwell  54641.219    
 1.3mm   27 Jun 2008 03:40  SMA  220.01   0.558 +/- 0.045    15.7  mgurwell  54644.152    
 1.3mm   13 Sep 2008 05:01  SMA  225.57   0.470 +/- 0.056     9.3  mgurwell  54722.211    
 1.3mm   21 Oct 2008 03:25  SMA  225.49   0.408 +/- 0.065     6.7  mgurwell  54760.141    
 1.3mm   15 Nov 2008 15:43  SMA  225.48   0.399 +/- 0.052     8.3  mgurwell  54785.656    
 1.3mm   18 Dec 2008 16:31  SMA  220.53   0.378 +/- 0.066     6.0  mgurwell  54818.688    
 1.1mm   05 Jan 2009 18:38  SMA  271.65   0.317 +/- 0.041     8.3  mgurwell  54836.777    
 1.3mm   10 Feb 2009 12:10  SMA  240.57   0.535 +/- 0.180     3.0  mgurwell  54872.508    
 1.3mm   14 Feb 2009 13:13  SMA  220.51   0.500 +/- 0.042    14.7  mgurwell  54876.551    
 1.3mm   26 Feb 2009 12:00  SMA  220.55   0.631 +/- 0.046    19.0  mgurwell  54888.500    
 1.3mm   28 Feb 2009 12:53  SMA  224.08   0.655 +/- 0.091     7.7  mgurwell  54890.535    
 1.3mm   13 Mar 2009 08:11  SMA  225.47   0.663 +/- 0.037    38.0  mgurwell  54903.340    
 1.3mm   03 Apr 2009 14:00  SMA  224.85   0.555 +/- 0.034    27.3  mgurwell  54924.582    
 1.3mm   06 Jun 2009 04:43  SMA  221.73   0.689 +/- 0.041    30.7  mgurwell  54988.195    
 1.3mm   04 Sep 2009 04:18  SMA  225.49   0.786 +/- 0.047    31.3  mgurwell  55078.180    
 1.3mm   14 Sep 2009 04:43  SMA  225.26   0.851 +/- 0.049    33.7  mgurwell  55088.195    
 1.3mm   07 Jan 2010 18:31  SMA  225.52   1.007 +/- 0.056    39.7  mgurwell  55203.773    
 1.3mm   08 Jan 2010 20:31  SMA  225.52   1.044 +/- 0.063    29.7  mgurwell  55204.855    
 1.3mm   05 Feb 2010 18:36  SMA  225.52   0.857 +/- 0.044    88.3  mgurwell  55232.773    
 1.3mm   06 Feb 2010 15:03  SMA  225.60   0.775 +/- 0.043    42.0  mgurwell  55233.629    
 1.3mm   16 Mar 2010 16:01  SMA  225.50   0.805 +/- 0.044    43.3  mgurwell  55271.668    
 1.3mm   25 Mar 2010 10:08  SMA  224.78   0.649 +/- 0.036    43.3  mgurwell  55280.422    
 1.3mm   12 Apr 2010 06:05  SMA  225.74   0.701 +/- 0.038    51.3  mgurwell  55298.254    
 1.3mm   28 Apr 2010 06:56  SMA  224.89   0.623 +/- 0.035    39.7  mgurwell  55314.289    
 1.3mm   07 May 2010 06:30  SMA  218.93   0.674 +/- 0.036    55.0  mgurwell  55323.270    
 1.3mm   07 Jul 2010 05:39  SMA  225.48   0.608 +/- 0.051    15.0  mgurwell  55384.234    
 870mi   17 Sep 2010 04:26  SMA  341.04   0.360 +/- 0.028    16.7  mgurwell  55456.184    
 1.3mm   05 Nov 2010 18:39  SMA  214.11   0.444 +/- 0.025    37.7  mgurwell  55505.777    
 1.3mm   15 Jan 2012 13:13  SMA  224.81   0.229 +/- 0.040     6.0  mgurwell  55941.551    
 1.1mm   29 May 2012 05:23  SMA  283.78   0.249 +/- 0.025    11.3  mgurwell  56076.223    
