!B0458-020   J0501-019                                                                    
!J2000  RA: 05:01:12.8098    DEC: -01:59:14.256                                           
!                                                                                         
!BAND    UT DATE     TIME   OBS  F(GHz)   FLUX(JY)  ERROR    SNR    FLUX PI   MJD         
 1.3mm   07 Nov 2002 00:00  SMA  235.60   0.470 +/- 0.082     6.0  mgurwell  52585.000    
 870mi   30 Dec 2004 05:55  SMA  340.80   0.361 +/- 0.063     6.0  mgurwell  53369.246    
 870mi   05 Mar 2005 02:48  SMA  337.93   0.228 +/- 0.086     2.7  mgurwell  53434.117    
 1.3mm   18 Sep 2005 13:36  SMA  239.06   0.163 +/- 0.062     2.7  mgurwell  53631.566    
 1.3mm   20 Oct 2005 10:36  SMA  225.59   0.277 +/- 0.039     7.7  mgurwell  53663.441    
 1.3mm   25 Jul 2006 17:43  SMA  225.59   0.310 +/- 0.051     6.3  mgurwell  53941.738    
 1.3mm   01 Aug 2006 15:26  SMA  225.52   0.332 +/- 0.068     5.0  mgurwell  53948.645    
 1.3mm   26 Aug 2006 13:40  SMA  225.33   0.365 +/- 0.053     7.3  mgurwell  53973.570    
 1.3mm   18 Sep 2006 14:01  SMA  225.41   0.288 +/- 0.053     5.7  mgurwell  53996.586    
 1.3mm   06 Oct 2006 14:18  SMA  225.35   0.414 +/- 0.046    10.0  mgurwell  54014.598    
 870mi   20 Apr 2007 04:56  SMA  335.79   0.335 +/- 0.093     3.7  mgurwell  54210.207    
 1.3mm   20 Aug 2007 17:53  SMA  226.85   0.362 +/- 0.027    18.7  mgurwell  54332.746    
 1.3mm   01 Sep 2007 14:34  SMA  225.55   0.433 +/- 0.034    16.3  mgurwell  54344.605    
 1.1mm   17 Sep 2007 18:17  SMA  271.69   0.300 +/- 0.076     4.0  mgurwell  54360.762    
 870mi   12 Oct 2007 15:15  SMA  351.57   0.290 +/- 0.044     7.0  mgurwell  54385.637    
 870mi   21 Oct 2007 13:18  SMA  340.76   0.325 +/- 0.031    12.3  mgurwell  54394.555    
 1.3mm   17 Feb 2008 06:23  SMA  210.36   0.500 +/- 0.042    15.0  mgurwell  54513.266    
 870mi   21 Feb 2008 05:00  SMA  350.84   0.438 +/- 0.133     3.3  mgurwell  54517.207    
 1.3mm   15 Sep 2008 17:46  SMA  218.48   0.418 +/- 0.037    13.7  mgurwell  54724.742    
 1.1mm   01 Dec 2008 06:53  SMA  271.02   0.348 +/- 0.045     8.3  mgurwell  54801.285    
 1.3mm   15 Sep 2009 15:56  SMA  225.71   0.452 +/- 0.031    21.7  mgurwell  55089.664    
 1.3mm   17 Nov 2009 15:30  SMA  235.94   0.655 +/- 0.080     9.0  mgurwell  55152.645    
 1.3mm   03 Jan 2010 06:49  SMA  225.47   0.523 +/- 0.028    52.0  mgurwell  55199.285    
 1.3mm   12 Feb 2011 04:24  SMA  222.58   0.772 +/- 0.044    37.0  mgurwell  55604.184    
 1.3mm   28 Sep 2011 14:58  SMA  225.50   0.906 +/- 0.114     8.7  mgurwell  55832.625    
 1.3mm   09 Jan 2012 06:31  SMA  224.86   0.527 +/- 0.027    75.7  mgurwell  55935.273    
 1.3mm   29 Jul 2012 15:37  SMA  225.55   0.869 +/- 0.048    41.3  mgurwell  56137.652    
 1.3mm   31 Jul 2012 17:35  SMA  224.90   1.071 +/- 0.066    27.7  mgurwell  56139.734    
 1.3mm   01 Aug 2012 18:19  SMA  224.90   0.725 +/- 0.060    15.3  mgurwell  56140.762    
 1.3mm   12 Nov 2012 08:03  SMA  225.24   0.869 +/- 0.050    34.7  mgurwell  56243.336    
 1.3mm   14 Nov 2012 09:58  SMA  225.24   0.893 +/- 0.045   263.7  mgurwell  56245.414    
 1.3mm   14 Jan 2013 06:32  SMA  224.17   0.749 +/- 0.039    61.0  mgurwell  56306.273    
 870mi   13 Feb 2013 04:28  SMA  342.97   0.446 +/- 0.044    11.7  mgurwell  56336.188    
 1.3mm   16 Jul 2013 18:12  SMA  224.84   0.859 +/- 0.050    33.0  mgurwell  56489.758    
 1.3mm   03 Jan 2014 05:46  SMA  225.22   0.840 +/- 0.043    77.0  mgurwell  56660.242    
 1.3mm   06 Jan 2014 07:54  SMA  225.23   0.846 +/- 0.043   142.7  mgurwell  56663.328    
 1.3mm   13 Jan 2014 07:45  SMA  225.22   0.851 +/- 0.044    76.3  mgurwell  56670.324    
 1.3mm   14 Jan 2014 11:08  SMA  225.22   0.809 +/- 0.048    31.0  mgurwell  56671.465    
 1.3mm   15 Jan 2014 06:24  SMA  225.22   0.846 +/- 0.047    43.7  mgurwell  56672.266    
 1.3mm   16 Feb 2014 05:54  SMA  224.16   0.913 +/- 0.095    11.0  mgurwell  56704.246    
 1.3mm   17 Mar 2014 07:00  SMA  225.13   1.109 +/- 0.063    37.3  mgurwell  56733.293    
 1.3mm   18 Mar 2014 05:00  SMA  224.87   0.991 +/- 0.053    53.0  mgurwell  56734.207    
 1.3mm   24 Jun 2014 18:08  SMA  224.93   0.734 +/- 0.040    45.0  mgurwell  56832.754    
 1.3mm   21 Jul 2014 17:41  SMA  224.87   0.948 +/- 0.057    29.3  mgurwell  56859.738    
 1.3mm   10 Aug 2014 14:59  SMA  225.48   1.204 +/- 0.072    30.7  mgurwell  56879.625    
 1.3mm   11 Aug 2014 17:15  SMA  224.77   1.193 +/- 0.061   105.0  mgurwell  56880.719    
 1.3mm   21 Aug 2014 17:43  SMA  225.47   1.050 +/- 0.057    47.0  mgurwell  56890.738    
 1.3mm   22 Aug 2014 16:13  SMA  223.55   1.098 +/- 0.056   102.3  mgurwell  56891.676    
 1.3mm   10 Sep 2014 15:07  SMA  225.47   1.002 +/- 0.054    48.7  mgurwell  56910.629    
 1.3mm   30 Sep 2014 12:51  SMA  225.46   0.890 +/- 0.049    44.7  mgurwell  56930.535    
 1.3mm   20 Jul 2015 18:05  SMA  217.77   1.399 +/- 0.072    75.7  mgurwell  57223.754    
 1.3mm   29 Jul 2015 16:38  SMA  224.68   1.407 +/- 0.075    51.7  mgurwell  57232.691    
 1.3mm   16 Sep 2015 14:02  SMA  218.95   1.452 +/- 0.076    62.0  mgurwell  57281.586    
 1.3mm   14 Oct 2015 12:39  SMA  224.87   1.474 +/- 0.079    53.7  mgurwell  57309.527    
 1.3mm   15 Oct 2015 12:53  SMA  225.45   1.482 +/- 0.094    25.3  mgurwell  57310.535    
 1.3mm   18 Oct 2015 12:38  SMA  225.45   1.524 +/- 0.087    35.7  mgurwell  57313.527    
 1.3mm   01 Nov 2015 11:45  SMA  224.83   1.516 +/- 0.080    56.0  mgurwell  57327.488    
 1.3mm   07 Nov 2015 13:37  SMA  225.46   1.409 +/- 0.071   197.0  mgurwell  57333.566    
 1.3mm   18 Nov 2015 10:19  SMA  224.95   1.448 +/- 0.075    69.0  mgurwell  57344.430    
 1.3mm   09 Dec 2015 10:06  SMA  225.44   1.388 +/- 0.101    19.0  mgurwell  57365.422    
 1.3mm   10 Dec 2015 06:56  SMA  225.44   1.337 +/- 0.081    29.7  mgurwell  57366.289    
 1.3mm   10 Dec 2015 09:15  SMA  225.44   1.427 +/- 0.096    22.3  mgurwell  57366.387    
 1.3mm   16 Dec 2015 05:46  SMA  225.44   1.332 +/- 0.149    10.0  mgurwell  57372.242    
 1.3mm   25 Dec 2015 05:41  SMA  225.42   1.242 +/- 0.071    36.3  mgurwell  57381.238    
 1.3mm   26 Dec 2015 08:58  SMA  224.44   1.575 +/- 0.079   156.7  mgurwell  57382.375    
 1.3mm   02 Mar 2016 04:41  SMA  225.47   1.198 +/- 0.062    69.0  mgurwell  57449.195    
 1.3mm   28 Apr 2016 04:24  SMA  225.53   1.196 +/- 0.061    83.3  mgurwell  57506.184    
 1.3mm   03 May 2016 05:19  SMA  224.89   1.158 +/- 0.068    32.7  mgurwell  57511.223    
 1.3mm   22 Jun 2016 17:57  SMA  225.44   1.136 +/- 0.060    57.7  mgurwell  57561.746    
 1.3mm   11 Aug 2016 16:52  SMA  224.98   1.324 +/- 0.069    67.0  mgurwell  57611.703    
 1.3mm   13 Aug 2016 16:06  SMA  224.86   1.501 +/- 0.077    83.7  mgurwell  57613.672    
 1.3mm   17 Aug 2016 16:46  SMA  225.51   1.528 +/- 0.080    64.0  mgurwell  57617.699    
 1.3mm   25 Aug 2016 17:08  SMA  224.86   1.480 +/- 0.075   107.3  mgurwell  57625.715    
 1.3mm   12 Oct 2016 13:28  SMA  225.54   1.479 +/- 0.077    72.3  mgurwell  57673.562    
 1.3mm   13 Oct 2016 15:03  SMA  225.54   1.558 +/- 0.079   115.3  mgurwell  57674.629    
 1.3mm   12 Mar 2017 06:44  SMA  230.02   1.069 +/- 0.120    10.0  mgurwell  57824.281    
 1.3mm   29 Oct 2017 12:36  SMA  229.46   1.469 +/- 0.074   163.3  mgurwell  58055.523    
 1.3mm   02 Nov 2017 13:19  SMA  229.46   1.387 +/- 0.070   116.0  mgurwell  58059.555    
 1.3mm   17 Nov 2017 15:50  SMA  225.52   1.495 +/- 0.075   204.0  mgurwell  58074.660    
 1.3mm   12 Dec 2017 12:00  SMA  229.53   1.604 +/- 0.082    94.7  mgurwell  58099.500    
 1.3mm   17 Jan 2018 05:52  SMA  225.52   1.440 +/- 0.074    89.3  mgurwell  58135.246    
 1.3mm   22 Mar 2018 06:19  SMA  235.56   1.675 +/- 0.092    45.3  mgurwell  58199.262    
 1.3mm   09 Aug 2018 16:59  SMA  225.55   1.908 +/- 0.099    72.7  mgurwell  58339.707    
 1.3mm   21 Aug 2018 17:43  SMA  223.52   1.909 +/- 0.097   127.7  mgurwell  58351.738    
 1.3mm   03 Mar 2019 04:41  SMA  225.51   1.326 +/- 0.067   171.7  mgurwell  58545.195    
 1.3mm   13 Aug 2019 15:26  SMA  225.48   1.035 +/- 0.052   193.3  mgurwell  58708.645    
 1.3mm   07 Sep 2019 14:10  SMA  225.55   1.145 +/- 0.058   110.0  mgurwell  58733.590    
 1.3mm   16 Nov 2019 12:31  SMA  235.49   1.230 +/- 0.065    63.0  mgurwell  58803.523    
 1.1mm   07 Jul 2020 17:59  SMA  254.98   0.879 +/- 0.046    64.3  mgurwell  59037.750    
 1.3mm   07 Jul 2020 17:59  SMA  225.98   0.873 +/- 0.045    68.7  mgurwell  59037.750    
 1.3mm   09 Jun 2021 18:19  SMA  225.54   1.003 +/- 0.055    45.0  mgurwell  59374.762    
 1.3mm   06 Jul 2021 17:40  SMA  225.54   1.013 +/- 0.052   104.3  mgurwell  59401.734    
 1.3mm   07 Jul 2021 18:40  SMA  235.07   0.993 +/- 0.051    82.3  mgurwell  59402.777    
